period,name,county,subcounty,ward,Teen pregnancy (10 to 19 years),Teen pregnancy (10 to 14 years),Teen pregnancy (15 to 19 years)
2018Q3,Jul to Sep 2018,Baringo County,Koibatek Sub County,Lembus/Perkerra Ward,8,0,8
2018Q3,Jul to Sep 2018,Nyandarua County,Ndaragwa Sub County,Leshau/Pondo Ward,21,0,21
2018Q3,Jul to Sep 2018,Turkana County,Turkana West Sub County,Letea Ward,53,0,53
2018Q3,Jul to Sep 2018,Mandera County,Lafey Sub County,Libehia Ward,5,0,5
2018Q3,Jul to Sep 2018,Garissa County,Dadaab Sub County,Liboi Ward,7,0,7
2018Q3,Jul to Sep 2018,Mombasa County,Likoni Sub County,Likoni Ward,0,0,0
2018Q3,Jul to Sep 2018,Kakamega County,Likuyani Sub County,Likuyani Ward,76,4,72
2018Q3,Jul to Sep 2018,Kiambu County,Limuru Sub County,Limuru Central Ward,147,0,147
2018Q3,Jul to Sep 2018,Kiambu County,Limuru Sub County,Limuru East Ward,6,0,6
2018Q3,Jul to Sep 2018,Nairobi County,Kibra Sub County,Lindi Ward,11,0,11
2018Q3,Jul to Sep 2018,Kericho County,Bureti Sub County,Litein Ward,126,11,115
2018Q3,Jul to Sep 2018,Turkana County,Turkana South Sub County,Lobokat Ward,33,1,32
2018Q3,Jul to Sep 2018,Samburu County,Samburu Central Sub County,Lodokejek Ward,159,1,158
2018Q3,Jul to Sep 2018,Turkana County,Turkana Central Sub County,Lodwar Township Ward,240,0,240
2018Q3,Jul to Sep 2018,Marsabit County,Laisamis Sub County,Loglogo Ward,6,3,3
2018Q3,Jul to Sep 2018,Turkana County,Loima Sub County,Loima Ward,33,0,33
2018Q3,Jul to Sep 2018,Narok County,Narok South Sub County,Loita Ward,216,9,207
2018Q3,Jul to Sep 2018,Baringo County,Tiaty East Sub County,Loiyamorok Ward,31,0,31
2018Q3,Jul to Sep 2018,Marsabit County,Laisamis Sub County,Loiyangalani Ward,22,1,21
2018Q3,Jul to Sep 2018,Turkana County,Turkana South Sub County,Lokichar Ward,187,3,184
2018Q3,Jul to Sep 2018,Turkana County,Turkana West Sub County,Lokichoggio Ward,20,0,20
2018Q3,Jul to Sep 2018,Turkana County,Loima Sub County,Lokiriama/Lorengippi Ward,11,0,11
2018Q3,Jul to Sep 2018,Turkana County,Turkana East Sub County,Lokori/Kochodin Ward,88,11,77
2018Q3,Jul to Sep 2018,Narok County,Transmara West Sub County,Lolgorian Ward,304,5,299
2018Q3,Jul to Sep 2018,West Pokot County,Pokot Central Sub County,Lomut Ward,67,2,65
2018Q3,Jul to Sep 2018,Kericho County,Kipkelion East Sub County,Londiani Ward,60,4,56
2018Q3,Jul to Sep 2018,Nakuru County,Nakuru West Sub County,London Ward,289,11,278
2018Q3,Jul to Sep 2018,Bomet County,Bomet East Sub County,Longisa Ward,225,1,224
2018Q3,Jul to Sep 2018,Samburu County,Samburu Central Sub County,Loosuk Ward,49,0,49
2018Q3,Jul to Sep 2018,Turkana County,Turkana West Sub County,Lopur Ward,0,0,0
2018Q3,Jul to Sep 2018,Machakos County,Kathiani Sub County,Lower Kaewa/Kaani Ward,60,0,60
2018Q3,Jul to Sep 2018,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,72,1,71
2018Q3,Jul to Sep 2018,Vihiga County,Luanda Sub County,Luanda South Ward,49,0,49
2018Q3,Jul to Sep 2018,Vihiga County,Luanda Sub County,Luanda Township Ward,87,0,87
2018Q3,Jul to Sep 2018,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,0,0,0
2018Q3,Jul to Sep 2018,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,158,0,158
2018Q3,Jul to Sep 2018,Kakamega County,Lugari Sub County,Lugari Ward,85,0,85
2018Q3,Jul to Sep 2018,Kakamega County,Lugari Sub County,Lumakanda Ward,90,1,89
2018Q3,Jul to Sep 2018,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,76,0,76
2018Q3,Jul to Sep 2018,Bungoma County,Sirisia Sub County,Lwandanyi Ward,52,3,49
2018Q3,Jul to Sep 2018,Kakamega County,Lugari Sub County,Lwandeti Ward,68,0,68
2018Q3,Jul to Sep 2018,Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,45,0,45
2018Q3,Jul to Sep 2018,Garissa County,Lagdera Sub County,Maalamin Ward,14,1,13
2018Q3,Jul to Sep 2018,Nairobi County,Mathare Sub County,Mabatini Ward,19,1,18
2018Q3,Jul to Sep 2018,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,136,15,121
2018Q3,Jul to Sep 2018,Machakos County,Machakos Sub County,Machakos Central Ward,212,0,212
2018Q3,Jul to Sep 2018,Trans Nzoia County,Saboti Sub County,Machewa Ward,105,0,105
2018Q3,Jul to Sep 2018,Kwale County,Kinango Sub County,Mackinon Road Ward,235,10,225
2018Q3,Jul to Sep 2018,Tana River County,Bura Sub County,Madogo Ward,157,5,152
2018Q3,Jul to Sep 2018,Nakuru County,Naivasha Sub County,Maeilla Ward,96,0,96
2018Q3,Jul to Sep 2018,Bungoma County,Kimilili Sub County,Maeni Ward,67,1,66
2018Q3,Jul to Sep 2018,Kajiado County,Kajiado West Sub County,Magadi Ward,170,86,84
2018Q3,Jul to Sep 2018,Kilifi County,Magarini Sub County,Magarini Ward,285,1,284
2018Q3,Jul to Sep 2018,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,177,8,169
2018Q3,Jul to Sep 2018,Mombasa County,Kisauni Sub County,Magogoni Ward,11,0,11
2018Q3,Jul to Sep 2018,Nyamira County,Manga Sub County,Magombo Ward,54,4,50
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,112,3,109
2018Q3,Jul to Sep 2018,Nyandarua County,Kinangop Sub County,Magumu Ward,36,0,36
2018Q3,Jul to Sep 2018,Nyeri County,Mathira East Sub County,Magutu Ward,2,0,2
2018Q3,Jul to Sep 2018,Nyamira County,Nyamira North Sub County,Magwagwa Ward,70,0,70
2018Q3,Jul to Sep 2018,Kakamega County,Lurambi Sub County,Mahiakalo Ward,40,0,40
2018Q3,Jul to Sep 2018,Nyeri County,Nyeri South Sub County,Mahiga Ward,8,0,8
2018Q3,Jul to Sep 2018,Taita Taveta County,Taveta Sub County,Mahoo Ward,0,0,0
2018Q3,Jul to Sep 2018,Nakuru County,Naivasha Sub County,Mai Mahiu Ward,56,0,56
2018Q3,Jul to Sep 2018,Marsabit County,North Horr Sub County,Maikona Ward,27,1,26
2018Q3,Jul to Sep 2018,Mombasa County,Mvita Sub County,Majengo Ward,19,0,19
2018Q3,Jul to Sep 2018,Narok County,Narok South Sub County,Maji Moto/Naroosura Ward,306,48,258
2018Q3,Jul to Sep 2018,Kisii County,Bomachoge Chache Sub County,Majoge Basi Ward,92,5,87
2018Q3,Jul to Sep 2018,Embu County,Mbeere South Sub County,Makima Ward,16,0,16
2018Q3,Jul to Sep 2018,Nairobi County,Kibra Sub County,Makina Ward,23,0,23
2018Q3,Jul to Sep 2018,Makueni County,Kibwezi West Sub County,Makindu Ward,178,1,177
2018Q3,Jul to Sep 2018,Nairobi County,Makadara Sub County,Makongeni Ward,41,0,41
2018Q3,Jul to Sep 2018,Trans Nzoia County,Cherangany Sub County,Makutano Ward,96,0,96
2018Q3,Jul to Sep 2018,Machakos County,Mwala Sub County,Makutano/Mwala Ward,70,0,70
2018Q3,Jul to Sep 2018,Muranga County,Muranga South Sub County,Makuyu Ward,131,2,129
2018Q3,Jul to Sep 2018,Busia County,Teso North Sub County,Malaba Central Ward,152,1,151
2018Q3,Jul to Sep 2018,Busia County,Teso North Sub County,Malaba North Ward,45,0,45
2018Q3,Jul to Sep 2018,Busia County,Teso North Sub County,Malaba South Ward,69,0,69
2018Q3,Jul to Sep 2018,Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,88,6,82
2018Q3,Jul to Sep 2018,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,63,3,60
2018Q3,Jul to Sep 2018,Nakuru County,Gilgil Sub County,Malewa West Ward,56,3,53
2018Q3,Jul to Sep 2018,Kilifi County,Malindi Sub County,Malindi Town Ward,18,0,18
2018Q3,Jul to Sep 2018,Wajir County,Wajir North Sub County,Malkagufu Ward,0,0,0
2018Q3,Jul to Sep 2018,Mandera County,Banissa Sub County,Malkamari Ward,7,0,7
2018Q3,Jul to Sep 2018,Kakamega County,Malava Sub County,Manda-shivanga Ward,134,18,116
2018Q3,Jul to Sep 2018,Kiambu County,Gatundu North Sub County,Mang'u Ward,85,0,85
2018Q3,Jul to Sep 2018,Nyamira County,Manga Sub County,Manga Ward,78,3,75
2018Q3,Jul to Sep 2018,Kisumu County,Kisumu East Sub County,Manyatta B Ward,20,1,19
2018Q3,Jul to Sep 2018,Narok County,Narok West Sub County,Mara Ward,220,8,212
2018Q3,Jul to Sep 2018,Busia County,Butula Sub County,Marachi Central Ward,75,0,75
2018Q3,Jul to Sep 2018,Busia County,Butula Sub County,Marachi East Ward,131,0,131
2018Q3,Jul to Sep 2018,Busia County,Butula Sub County,Marachi North Ward,44,0,44
2018Q3,Jul to Sep 2018,Busia County,Butula Sub County,Marachi West Ward,106,0,106
2018Q3,Jul to Sep 2018,Kilifi County,Magarini Sub County,Marafa Ward,59,1,58
2018Q3,Jul to Sep 2018,Bungoma County,Webuye East Sub County,Maraka Ward,81,1,80
2018Q3,Jul to Sep 2018,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,175,16,159
2018Q3,Jul to Sep 2018,Samburu County,Samburu Central Sub County,Maralal Ward,117,23,94
2018Q3,Jul to Sep 2018,Kakamega County,Butere Sub County,Marama Central Ward,190,1,189
2018Q3,Jul to Sep 2018,Kakamega County,Butere Sub County,Marama North Ward,69,4,65
2018Q3,Jul to Sep 2018,Kakamega County,Butere Sub County,Marama South Ward,101,0,101
2018Q3,Jul to Sep 2018,Kakamega County,Butere Sub County,Marama West Ward,123,1,122
2018Q3,Jul to Sep 2018,Kisii County,Kitutu Chache North Sub County,Marani Ward,70,4,66
2018Q3,Jul to Sep 2018,Kakamega County,Butere Sub County,Marenyo-shianda Ward,38,6,32
2018Q3,Jul to Sep 2018,Kilifi County,Kaloleni Sub County,Mariakani Ward,114,0,114
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,25,0,25
2018Q3,Jul to Sep 2018,Nakuru County,Molo Sub County,Mariashoni Ward,14,0,14
2018Q3,Jul to Sep 2018,Baringo County,Marigat Sub County,Marigat Ward,232,14,218
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,145,2,143
2018Q3,Jul to Sep 2018,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,135,12,123
2018Q3,Jul to Sep 2018,Kisumu County,Kisumu Central Sub County,Market Milimani Ward,90,2,88
2018Q3,Jul to Sep 2018,Laikipia County,Laikipia West Sub County,Marmanet Ward,161,2,159
2018Q3,Jul to Sep 2018,Marsabit County,Saku Sub County,Marsabit Central Ward,120,5,115
2018Q3,Jul to Sep 2018,Taita Taveta County,Voi Sub County,Marungu Ward,75,1,74
2018Q3,Jul to Sep 2018,Migori County,Kuria West Sub County,Masaba Ward,116,6,110
2018Q3,Jul to Sep 2018,Garissa County,Ijara Sub County,Masalani Ward,124,82,42
2018Q3,Jul to Sep 2018,Kisii County,Bobasi Sub County,Masige East Ward,7,1,6
2018Q3,Jul to Sep 2018,Kisii County,Bobasi Sub County,Masige West Ward,2,0,2
2018Q3,Jul to Sep 2018,Machakos County,Mwala Sub County,Masii Ward,99,1,98
2018Q3,Jul to Sep 2018,Kisii County,Nyaribari Masaba Sub County,Masimba Ward,32,2,30
2018Q3,Jul to Sep 2018,Machakos County,Masinga Sub County,Masinga Central Ward,82,0,82
2018Q3,Jul to Sep 2018,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,104,7,97
2018Q3,Jul to Sep 2018,Makueni County,Kibwezi East Sub County,Masongaleni Ward,65,0,65
2018Q3,Jul to Sep 2018,West Pokot County,Pokot Central Sub County,Masool Ward,33,0,33
2018Q3,Jul to Sep 2018,Taita Taveta County,Taveta Sub County,Mata Ward,37,1,36
2018Q3,Jul to Sep 2018,Kajiado County,Kajiado Central Sub County,Matapato North Ward,277,23,254
2018Q3,Jul to Sep 2018,Kajiado County,Kajiado Central Sub County,Matapato South Ward,44,6,38
2018Q3,Jul to Sep 2018,Busia County,Matayos Sub County,Matayos South Ward,138,3,135
2018Q3,Jul to Sep 2018,Nairobi County,Ruaraka Sub County,Mathare North Ward,281,0,281
2018Q3,Jul to Sep 2018,Kitui County,Kitui West Sub County,Matinyani Ward,38,0,38
2018Q3,Jul to Sep 2018,Trans Nzoia County,Saboti Sub County,Matisi Ward,126,1,125
2018Q3,Jul to Sep 2018,Nairobi County,Embakasi Central Sub County,Matopeni/Spring Valley Ward,16,0,16
2018Q3,Jul to Sep 2018,Kilifi County,Kilifi North Sub County,Matsangoni Ward,75,0,75
2018Q3,Jul to Sep 2018,Bungoma County,Webuye West Sub County,Matulo Ward,170,4,166
2018Q3,Jul to Sep 2018,Trans Nzoia County,Endebess Sub County,Matumbei Ward,114,40,74
2018Q3,Jul to Sep 2018,Machakos County,Matungulu Sub County,Matungulu East Ward,16,0,16
2018Q3,Jul to Sep 2018,Machakos County,Matungulu Sub County,Matungulu North Ward,36,1,35
2018Q3,Jul to Sep 2018,Machakos County,Matungulu Sub County,Matungulu West Ward,109,0,109
2018Q3,Jul to Sep 2018,Machakos County,Yatta Sub County,Matuu Ward,118,0,118
2018Q3,Jul to Sep 2018,Nakuru County,Njoro Sub County,Mau Narok Ward,180,0,180
2018Q3,Jul to Sep 2018,Meru County,Igembe South Sub County,Maua Ward,346,11,335
2018Q3,Jul to Sep 2018,Nakuru County,Njoro Sub County,Mauche Ward,101,0,101
2018Q3,Jul to Sep 2018,Kakamega County,Lugari Sub County,Mautuma Ward,59,31,28
2018Q3,Jul to Sep 2018,Makueni County,Makueni Sub County,Mavindini Ward,24,0,24
2018Q3,Jul to Sep 2018,Embu County,Mbeere South Sub County,Mavuria Ward,51,0,51
2018Q3,Jul to Sep 2018,Busia County,Matayos Sub County,Mayenje Ward,12,0,12
2018Q3,Jul to Sep 2018,Kakamega County,Matungu Sub County,Mayoni Ward,96,0,96
2018Q3,Jul to Sep 2018,Bungoma County,Tongaren Sub County,Mbakalo Ward,177,4,173
2018Q3,Jul to Sep 2018,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,48,1,47
2018Q3,Jul to Sep 2018,Embu County,Manyatta Sub County,Mbeti North Ward,15,0,15
2018Q3,Jul to Sep 2018,Embu County,Mbeere South Sub County,Mbeti South Ward,44,0,44
2018Q3,Jul to Sep 2018,Meru County,Tigania West Sub County,Mbeu Ward,93,3,90
2018Q3,Jul to Sep 2018,Muranga County,Kiharu Sub County,Mbiri Ward,29,0,29
2018Q3,Jul to Sep 2018,Makueni County,Makueni Sub County,Mbitini Ward,53,5,48
2018Q3,Jul to Sep 2018,Kitui County,Kitui Rural Sub County,Mbitini Ward,52,3,49
2018Q3,Jul to Sep 2018,Machakos County,Mwala Sub County,Mbiuni Ward,51,0,51
2018Q3,Jul to Sep 2018,Taita Taveta County,Taveta Sub County,Mboghoni Ward,55,0,55
2018Q3,Jul to Sep 2018,Taita Taveta County,Voi Sub County,Mbololo Ward,99,0,99
2018Q3,Jul to Sep 2018,Makueni County,Mbooni Sub County,Mbooni Ward,83,0,83
2018Q3,Jul to Sep 2018,Uasin Gishu County,Kapseret Sub County,Megun Ward,9,0,9
2018Q3,Jul to Sep 2018,Nyamira County,Borabu Sub County,Mekenene Ward,13,0,13
2018Q3,Jul to Sep 2018,Narok County,Narok South Sub County,Melelo Ward,91,0,91
2018Q3,Jul to Sep 2018,Narok County,Narok North Sub County,Melili Ward,201,2,199
2018Q3,Jul to Sep 2018,Nakuru County,Nakuru East Sub County,Menengai Ward,55,7,48
2018Q3,Jul to Sep 2018,Nakuru County,Rongai Sub County,Menengai West Ward,44,1,43
2018Q3,Jul to Sep 2018,Bomet County,Bomet East Sub County,Merigi Ward,124,0,124
2018Q3,Jul to Sep 2018,Elgeyo Marakwet County,Keiyo South Sub County,Metkei Ward,12,0,12
2018Q3,Jul to Sep 2018,Homa Bay County,Mbita Sub County,Mfangano Island Ward,34,4,30
2018Q3,Jul to Sep 2018,Kitui County,Kitui Central Sub County,Miambani Ward,51,8,43
2018Q3,Jul to Sep 2018,Kisumu County,Kisumu Central Sub County,Migosi Ward,50,2,48
2018Q3,Jul to Sep 2018,Kitui County,Mwingi West Sub County,Migwani Ward,49,1,48
2018Q3,Jul to Sep 2018,Nairobi County,Embakasi East Sub County,Mihango Ward,39,4,35
2018Q3,Jul to Sep 2018,Bungoma County,Webuye East Sub County,Mihuu Ward,42,4,38
2018Q3,Jul to Sep 2018,Mombasa County,Jomvu Sub County,Mikindani Ward,43,0,43
2018Q3,Jul to Sep 2018,Tana River County,Galole Sub County,Mikinduni Ward,25,0,25
2018Q3,Jul to Sep 2018,Meru County,Tigania East Sub County,Mikinduri Ward,222,28,194
2018Q3,Jul to Sep 2018,Bungoma County,Tongaren Sub County,Milima Ward,65,1,64
2018Q3,Jul to Sep 2018,Nyandarua County,Olkalou Sub County,Mirangine Ward,12,0,12
2018Q3,Jul to Sep 2018,Mombasa County,Jomvu Sub County,Miritini Ward,64,1,63
2018Q3,Jul to Sep 2018,Bungoma County,Webuye West Sub County,Misikhu Ward,174,9,165
2018Q3,Jul to Sep 2018,Machakos County,Kathiani Sub County,Mitamboni Ward,55,0,55
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,9,0,9
2018Q3,Jul to Sep 2018,Meru County,Imenti South Sub County,Mitunguu Ward,79,2,77
2018Q3,Jul to Sep 2018,Kisumu County,Muhoroni Sub County,Miwani Ward,9,0,9
2018Q3,Jul to Sep 2018,Mombasa County,Kisauni Sub County,Mjambere Ward,6,0,6
2018Q3,Jul to Sep 2018,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,12,0,12
2018Q3,Jul to Sep 2018,Lamu County,Lamu West Sub County,Mkomani Ward,34,0,34
2018Q3,Jul to Sep 2018,Mombasa County,Nyali Sub County,Mkomani Ward,22,0,22
2018Q3,Jul to Sep 2018,Kwale County,Matuga Sub County,Mkongani Ward,144,1,143
2018Q3,Jul to Sep 2018,Lamu County,Lamu West Sub County,Mkunumbi Ward,33,2,31
2018Q3,Jul to Sep 2018,Nairobi County,Mathare Sub County,Mlango Kubwa Ward,0,0,0
2018Q3,Jul to Sep 2018,West Pokot County,West Pokot Sub County,Mnagei Ward,112,4,108
2018Q3,Jul to Sep 2018,Kilifi County,Kilifi North Sub County,Mnarani Ward,29,0,29
2018Q3,Jul to Sep 2018,Baringo County,Marigat Sub County,Mochongoi Ward,80,9,71
2018Q3,Jul to Sep 2018,Garissa County,Lagdera Sub County,Modogashe Ward,64,0,64
2018Q3,Jul to Sep 2018,Bomet County,Konoin Sub County,Mogogosiek Ward,113,0,113
2018Q3,Jul to Sep 2018,Narok County,Transmara East Sub County,Mogondo Ward,16,0,16
2018Q3,Jul to Sep 2018,Baringo County,Mogotio Sub County,Mogotio Ward,65,0,65
2018Q3,Jul to Sep 2018,Uasin Gishu County,Soy Sub County,Moi's Bridge Ward,124,0,124
2018Q3,Jul to Sep 2018,Uasin Gishu County,Moiben Sub County,Moiben Ward,71,0,71
2018Q3,Jul to Sep 2018,Elgeyo Marakwet County,Marakwet West Sub County,Moiben/Kuserwo Ward,128,1,127
2018Q3,Jul to Sep 2018,Migori County,Kuria West Sub County,Mokerero Ward,38,0,38
2018Q3,Jul to Sep 2018,Nakuru County,Molo Sub County,Molo Ward,190,3,187
2018Q3,Jul to Sep 2018,Kisii County,Kitutu Chache North Sub County,Monyerero Ward,58,1,57
2018Q3,Jul to Sep 2018,Kajiado County,Kajiado West Sub County,Mosiro Ward,23,0,23
2018Q3,Jul to Sep 2018,Narok County,Narok East Sub County,Mosiro Ward,204,18,186
2018Q3,Jul to Sep 2018,Nakuru County,Rongai Sub County,Mosop Ward,13,1,12
2018Q3,Jul to Sep 2018,Kisii County,South Mugirango Sub County,Moticho Ward,158,62,96
2018Q3,Jul to Sep 2018,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,122,0,122
2018Q3,Jul to Sep 2018,Nairobi County,Westlands Sub County,Mountain View Ward,3,0,3
2018Q3,Jul to Sep 2018,Nairobi County,Embakasi West Sub County,Mowlem Ward,123,64,59
2018Q3,Jul to Sep 2018,Marsabit County,Moyale Sub County,Moyale Township Ward,151,16,135
2018Q3,Jul to Sep 2018,Kilifi County,Kilifi South Sub County,Mtepeni Ward,43,0,43
2018Q3,Jul to Sep 2018,Makueni County,Kibwezi East Sub County,Mtito Andei Ward,122,2,120
2018Q3,Jul to Sep 2018,Mombasa County,Likoni Sub County,Mtongwe Ward,97,2,95
2018Q3,Jul to Sep 2018,Mombasa County,Kisauni Sub County,Mtopanga Ward,16,0,16
2018Q3,Jul to Sep 2018,Machakos County,Machakos Sub County,Mua Ward,0,0,0
2018Q3,Jul to Sep 2018,Kiambu County,Kiambaa Sub County,Muchatha Ward,34,0,34
2018Q3,Jul to Sep 2018,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,95,2,93
2018Q3,Jul to Sep 2018,Laikipia County,Laikipia North Sub County,Mugogodo West Ward,49,0,49
2018Q3,Jul to Sep 2018,Muranga County,Kiharu Sub County,Mugoiri Ward,72,0,72
2018Q3,Jul to Sep 2018,Kiambu County,Kabete Sub County,Muguga Ward,8,0,8
2018Q3,Jul to Sep 2018,Nairobi County,Langata Sub County,Mugumo-ini Ward,153,16,137
2018Q3,Jul to Sep 2018,Muranga County,Gatanga Sub County,Mugumo-ini Ward,38,0,38
2018Q3,Jul to Sep 2018,Nyeri County,Kieni West Sub County,Mugunda Ward,34,0,34
2018Q3,Jul to Sep 2018,Muranga County,Kangema Sub County,Muguru Ward,63,1,62
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,49,0,49
2018Q3,Jul to Sep 2018,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,133,2,131
2018Q3,Jul to Sep 2018,Vihiga County,Hamisi Sub County,Muhudu Ward,58,0,58
2018Q3,Jul to Sep 2018,Migori County,Nyatike Sub County,Muhuru Ward,71,6,65
2018Q3,Jul to Sep 2018,Kitui County,Mwingi Central Sub County,Mui Ward,31,1,30
2018Q3,Jul to Sep 2018,Makueni County,Kilome Sub County,Mukaa Ward,29,0,29
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,87,0,87
2018Q3,Jul to Sep 2018,Kirinyaga County,Kirinyaga West Sub County,Mukure Ward,32,0,32
2018Q3,Jul to Sep 2018,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,56,0,56
2018Q3,Jul to Sep 2018,Nyeri County,Mukurweini Sub County,Mukurwe-ini West Ward,12,0,12
2018Q3,Jul to Sep 2018,Baringo County,Marigat Sub County,Mukutani Ward,28,5,23
2018Q3,Jul to Sep 2018,Bungoma County,Kabuchai Sub County,Mukuyuni Ward,95,4,91
2018Q3,Jul to Sep 2018,Kitui County,Kitui Central Sub County,Mulango Ward,65,0,65
2018Q3,Jul to Sep 2018,Baringo County,Koibatek Sub County,Mumberes/Maji Mazuri Ward,29,0,29
2018Q3,Jul to Sep 2018,Machakos County,Machakos Sub County,Mumbuni North Ward,2,0,2
2018Q3,Jul to Sep 2018,Kakamega County,Mumias West Sub County,Mumias Central Ward,248,0,248
2018Q3,Jul to Sep 2018,Kakamega County,Mumias West Sub County,Mumias North Ward,21,0,21
2018Q3,Jul to Sep 2018,Embu County,Mbeere North Sub County,Muminji Ward,13,0,13
2018Q3,Jul to Sep 2018,Kitui County,Mwingi North Sub County,Mumoni Ward,55,1,54
2018Q3,Jul to Sep 2018,Vihiga County,Vihiga Sub County,Mungoma Ward,81,6,75
2018Q3,Jul to Sep 2018,Meru County,Imenti North Sub County,Municipality Ward,146,6,140
2018Q3,Jul to Sep 2018,Muranga County,Kiharu Sub County,Murarandia Ward,3,0,3
2018Q3,Jul to Sep 2018,Kiambu County,Juja Sub County,Murera Ward,52,1,51
2018Q3,Jul to Sep 2018,Kakamega County,Shinyalu Sub County,Murhanda Ward,98,0,98
2018Q3,Jul to Sep 2018,Nakuru County,Gilgil Sub County,Murindati Ward,31,0,31
2018Q3,Jul to Sep 2018,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,88,5,83
2018Q3,Jul to Sep 2018,Muranga County,Kandara Sub County,Muruka Ward,43,0,43
2018Q3,Jul to Sep 2018,Nyandarua County,Kinangop Sub County,Murungaru Ward,28,0,28
2018Q3,Jul to Sep 2018,Kakamega County,Mumias West Sub County,Musanda Ward,128,0,128
2018Q3,Jul to Sep 2018,Bungoma County,Kanduyi Sub County,Musikoma Ward,14,0,14
2018Q3,Jul to Sep 2018,Bomet County,Bomet Central Sub County,Mutarakwa Ward,80,0,80
2018Q3,Jul to Sep 2018,Kitui County,Kitui South Sub County,Mutha Ward,89,2,87
2018Q3,Jul to Sep 2018,Tharaka Nithi County,Muthambi Sub County,Muthambi Ward,91,0,91
2018Q3,Jul to Sep 2018,Meru County,Tigania East Sub County,Muthara Ward,133,48,85
2018Q3,Jul to Sep 2018,Machakos County,Masinga Sub County,Muthesya Ward,24,0,24
2018Q3,Jul to Sep 2018,Machakos County,Mwala Sub County,Muthetheni Ward,47,0,47
2018Q3,Jul to Sep 2018,Muranga County,Kigumo Sub County,Muthithi Ward,24,1,23
2018Q3,Jul to Sep 2018,Machakos County,Athi River Sub County,Muthwani Ward,21,0,21
